timestamp,asset,price_usd,market_cap_usd,vol_24h_usd,change_24h_pct
2026-08-21 17:31:12,bitcoin,77458.0,1554702210386.273,68006041255.83122,6.41707522685727
2026-08-21 17:31:12,ethereum,2411.67,291044178234.1394,26520201420.245457,2.90611720123634
2026-08-21 17:31:12,solana,91.49,53352468446.19305,5911642263.4256735,4.469443167366012
2026-08-21 18:20:39,bitcoin,77280.0,1551120521339.7979,67450765561.32736,6.4631173708183525
2026-08-21 18:20:39,ethereum,2423.18,292434032798.99475,26461028307.745438,4.116497161458022
2026-08-21 18:20:39,solana,91.68,53467806369.35429,5908613117.165577,5.326139949475098
